student_id,ssc_percentage,hsc_percentage,degree_percentage,cgpa,aptitude_test_score,technical_skill_score,soft_skills_rating,attendance_percentage,backlogs,internships,projects,certifications,work_experience_months,gender,placement_training,extracurricular_activities,placement_status,department
7874,62.3,63.7,56.6,6.53,50,51,3.5,86.6,1,1,2,1,4,Female,No,No,NotPlaced,CS
7875,90.5,93.4,73.1,8.48,85,85,4.1,76.9,0,1,2,0,9,Female,Yes,No,Placed,CS
7876,78.9,63.9,60.1,6.1,60,51,2.7,67.0,2,1,0,2,4,Male,No,Yes,NotPlaced,CE
7877,80.3,72.6,74.7,7.02,61,65,4.3,90.2,0,1,2,1,10,Female,No,No,NotPlaced,EE
7878,69.7,79.9,71.7,7.38,75,87,2.7,80.5,1,0,7,3,3,Female,No,No,Placed,EE
7879,75.4,65.0,66.1,6.39,73,72,4.0,66.5,1,0,1,3,3,Female,Yes,No,Placed,IT
7880,60.2,57.7,60.9,6.81,60,63,3.1,73.0,2,1,1,1,8,Male,Yes,No,NotPlaced,CS
7881,66.8,64.5,68.6,7.18,64,62,3.7,77.0,1,0,2,1,7,Male,No,No,NotPlaced,EE
7882,95.9,73.7,69.4,8.01,82,88,3.1,95.3,0,4,3,5,20,Male,Yes,Yes,Placed,CS
7883,74.4,74.3,73.1,6.59,72,66,3.5,86.8,1,2,0,1,8,Male,No,Yes,NotPlaced,ECE
7884,78.8,69.6,71.2,7.69,67,67,4.0,82.4,0,1,1,0,7,Female,No,Yes,Placed,ME
7885,77.0,85.6,67.3,8.26,85,81,3.3,82.6,0,2,2,1,10,Female,No,Yes,Placed,IT
7886,56.0,64.7,53.8,6.57,51,82,3.0,79.9,1,0,4,1,3,Female,No,Yes,NotPlaced,CS
7887,75.1,76.1,64.5,7.57,50,80,3.5,93.7,0,0,1,1,1,Female,Yes,Yes,Placed,CE
7888,67.1,80.6,72.1,7.85,71,74,3.2,81.6,1,1,1,3,10,Female,No,Yes,Placed,EE
7889,69.0,53.3,68.1,7.4,65,76,3.5,71.1,0,0,3,0,2,Female,No,No,NotPlaced,ME
7890,66.6,75.9,63.2,8.65,71,64,3.4,82.9,0,0,0,0,1,Male,No,Yes,NotPlaced,ChemE
7891,72.9,65.5,63.9,6.31,54,59,4.3,82.7,1,1,1,3,7,Female,Yes,No,NotPlaced,CE
7892,97.1,99.0,96.0,8.62,85,83,3.4,84.6,0,2,0,2,12,Female,Yes,Yes,Placed,IT
7893,62.6,64.3,60.8,6.8,69,69,4.4,88.0,1,0,0,2,0,Female,No,Yes,Placed,EE
7894,50.6,72.0,58.4,6.26,69,69,2.7,70.6,0,0,3,0,6,Male,No,No,NotPlaced,EE
7895,88.1,86.0,78.5,8.2,76,71,4.7,100.0,0,3,1,6,21,Male,No,Yes,Placed,ChemE
7896,67.0,45.0,59.1,6.6,56,65,2.9,69.9,2,0,1,1,3,Male,No,No,NotPlaced,EE
7897,88.3,68.9,79.6,8.54,63,72,2.2,67.0,0,0,2,0,5,Male,No,Yes,NotPlaced,CE
7898,70.7,50.7,55.8,5.74,56,52,2.3,84.0,0,0,0,1,1,Female,No,Yes,NotPlaced,ECE
7899,79.1,67.8,75.8,7.43,62,80,3.7,93.6,0,2,0,2,15,Male,No,Yes,Placed,CE
7900,76.9,87.9,84.9,9.49,85,77,4.4,88.6,0,2,3,1,9,Male,Yes,Yes,Placed,CS
7901,74.1,76.7,79.2,8.05,71,75,3.0,80.6,0,0,1,1,3,Female,Yes,Yes,NotPlaced,ECE
7902,58.3,48.5,58.6,5.87,59,66,3.0,65.7,0,1,4,0,4,Male,No,No,NotPlaced,EE
7903,70.4,60.0,58.4,7.17,68,63,3.1,83.0,0,1,3,2,5,Male,No,No,Placed,CS
7904,70.6,77.6,78.3,7.86,74,64,4.2,86.5,0,0,0,4,2,Male,Yes,No,Placed,ME
7905,64.1,70.8,69.9,7.41,74,60,4.6,83.1,1,1,3,2,10,Female,No,Yes,Placed,CS
7906,75.1,63.5,66.4,6.36,66,64,3.1,76.7,3,1,2,1,7,Female,No,No,NotPlaced,CS
7907,61.7,51.8,53.8,6.51,64,53,2.2,72.3,1,0,1,1,3,Female,No,No,NotPlaced,CE
7908,77.4,69.4,65.8,6.9,61,63,3.1,87.1,0,1,0,0,5,Male,Yes,Yes,NotPlaced,ME
7909,57.6,52.2,60.7,6.34,63,50,3.1,66.0,1,1,1,1,4,Male,Yes,Yes,Placed,ChemE
7910,82.3,65.8,72.8,6.68,60,80,2.7,83.9,0,1,2,1,5,Male,Yes,No,Placed,CS
7911,79.7,87.4,60.0,7.0,53,53,4.0,92.3,1,2,0,0,11,Female,Yes,Yes,Placed,CE
7912,56.1,46.4,50.0,5.9,58,87,2.5,55.5,2,1,2,1,8,Female,No,No,NotPlaced,ME
7913,73.8,66.5,63.9,7.22,82,86,3.7,79.7,1,1,1,3,5,Female,No,Yes,Placed,IT
7914,90.6,81.3,91.4,9.0,87,77,5.0,99.5,0,1,2,0,7,Male,Yes,Yes,Placed,ECE
7915,72.3,68.0,65.9,6.17,63,79,4.0,80.4,0,0,1,1,4,Male,Yes,Yes,NotPlaced,CS
7916,79.8,73.5,79.0,7.19,76,60,1.8,96.6,1,1,1,3,6,Female,No,No,NotPlaced,ECE
7917,81.9,87.4,73.0,7.62,67,65,3.4,82.2,0,1,2,1,5,Male,No,No,Placed,IT
7918,77.4,74.0,77.9,7.35,77,56,4.9,71.2,0,3,3,1,15,Female,Yes,Yes,Placed,ME
7919,65.7,73.4,64.6,7.7,68,68,1.0,77.7,1,0,1,2,0,Female,No,Yes,Placed,ECE
7920,75.4,58.8,72.4,7.78,64,62,4.2,83.3,0,4,2,1,19,Male,Yes,Yes,Placed,CE
7921,74.0,59.2,59.9,7.37,72,57,1.7,63.4,0,0,1,1,7,Female,No,No,NotPlaced,ChemE
7922,65.1,65.8,64.7,6.71,44,63,2.7,73.8,0,0,2,1,0,Female,No,No,NotPlaced,EE
7923,75.5,56.4,68.3,7.34,51,50,4.4,85.4,2,0,2,1,1,Male,Yes,No,NotPlaced,ME
7924,89.7,84.0,78.0,8.3,73,57,3.8,77.4,0,1,0,1,9,Male,No,Yes,Placed,CE
7925,74.0,59.1,71.2,7.15,94,68,4.6,80.4,0,2,5,0,14,Male,No,Yes,Placed,ECE
7926,64.2,58.6,57.0,6.56,44,64,2.4,68.6,0,0,0,1,2,Male,No,No,NotPlaced,ME
7927,76.8,86.2,74.8,7.2,75,84,3.4,79.5,0,2,4,1,11,Male,Yes,No,Placed,CE
7928,61.7,69.3,62.4,6.87,41,53,3.2,71.2,4,1,1,0,5,Female,No,No,NotPlaced,EE
7929,68.5,45.0,62.0,6.2,57,57,3.4,76.7,1,1,3,2,4,Female,Yes,No,NotPlaced,EE
7930,87.8,99.0,76.2,7.5,68,59,2.9,80.2,0,0,0,1,2,Female,No,Yes,Placed,EE
7931,78.7,60.7,68.0,6.53,67,61,4.8,84.2,0,1,0,2,5,Male,Yes,No,Placed,ChemE
7932,76.2,85.1,60.1,6.38,81,75,4.0,81.1,1,0,2,1,0,Male,No,Yes,NotPlaced,IT
7933,62.2,57.7,57.5,6.45,66,56,2.4,79.5,1,1,2,0,5,Male,No,No,NotPlaced,CS
7934,69.3,60.1,78.6,7.1,65,68,3.7,90.0,0,1,3,3,5,Female,No,No,Placed,CE
7935,77.7,73.8,75.9,7.79,81,69,4.3,100.0,0,2,0,2,10,Female,Yes,Yes,Placed,IT
7936,61.0,58.6,59.6,6.31,59,66,3.2,83.5,2,0,0,2,1,Male,Yes,No,NotPlaced,CS
7937,77.2,69.0,72.8,7.48,67,79,3.8,74.3,0,2,1,1,8,Male,Yes,Yes,Placed,ECE
7938,45.8,64.3,55.5,6.34,64,63,2.4,66.1,1,0,2,1,0,Male,Yes,No,NotPlaced,ChemE
7939,68.4,74.1,67.2,7.47,70,62,2.4,69.3,1,1,0,0,6,Female,No,Yes,Placed,CS
7940,68.5,77.0,66.0,7.29,100,87,3.0,81.5,0,1,2,1,8,Female,Yes,Yes,Placed,CS
7941,89.4,70.6,70.8,7.08,76,56,2.4,81.3,0,1,1,1,3,Female,Yes,No,NotPlaced,ME
7942,77.3,76.3,76.6,8.41,74,62,2.7,72.8,1,1,1,1,5,Male,Yes,Yes,Placed,IT
7943,80.1,72.7,85.3,7.88,55,42,4.2,82.9,0,2,1,2,10,Female,Yes,Yes,NotPlaced,ECE
7944,66.2,68.1,66.2,6.61,69,59,4.2,76.3,0,1,1,1,12,Male,No,Yes,NotPlaced,EE
7945,72.0,52.2,48.2,6.66,61,45,2.9,83.5,0,0,1,0,0,Female,No,No,NotPlaced,ChemE
7946,76.8,70.7,78.8,7.65,90,92,3.2,70.6,0,0,3,0,0,Female,Yes,No,Placed,ECE
7947,77.5,80.1,56.4,6.17,63,59,3.2,95.8,0,1,1,2,7,Male,Yes,Yes,Placed,ME
7948,77.0,83.3,81.2,8.82,83,78,2.0,71.2,0,1,1,1,9,Female,No,No,Placed,IT
7949,87.8,81.6,77.1,8.85,88,76,3.3,82.6,0,1,4,3,7,Male,Yes,Yes,Placed,ME
7950,64.6,72.1,62.7,6.6,42,56,4.3,82.8,0,0,1,4,4,Female,No,Yes,NotPlaced,CS
7951,60.3,45.0,61.8,6.36,67,47,3.2,70.6,0,0,0,0,4,Male,Yes,Yes,NotPlaced,ECE
7952,83.7,92.5,78.4,8.74,84,80,2.9,94.5,0,3,3,1,15,Female,No,No,Placed,CS
7953,78.0,59.0,65.3,7.4,77,67,2.8,81.7,0,1,0,0,5,Male,Yes,No,Placed,IT
7954,50.5,45.0,49.1,5.75,51,63,3.1,68.1,1,2,1,0,16,Female,No,Yes,NotPlaced,IT
7955,81.1,75.8,88.3,8.57,80,73,3.5,86.7,0,1,2,1,9,Male,Yes,No,Placed,CS
7956,64.6,73.0,56.2,7.19,66,53,3.5,88.6,1,1,1,2,7,Male,No,Yes,NotPlaced,CE
7957,76.6,90.3,73.3,7.81,67,57,2.9,78.3,0,1,2,3,6,Male,No,No,NotPlaced,CS
7958,61.1,80.0,65.7,7.04,58,70,2.9,71.6,0,0,1,0,7,Male,Yes,No,NotPlaced,EE
7959,45.0,56.8,60.5,5.71,50,56,3.5,74.7,0,0,1,1,2,Male,No,No,NotPlaced,ME
7960,67.1,65.2,81.6,7.75,72,62,1.7,77.0,2,0,0,1,0,Male,No,No,NotPlaced,CE
7961,60.1,55.5,54.1,6.61,38,29,4.4,78.9,1,0,0,0,3,Male,Yes,Yes,NotPlaced,ChemE
7962,68.7,69.9,71.2,8.39,67,73,3.7,84.4,1,0,1,3,0,Female,Yes,Yes,Placed,ECE
7963,76.9,63.1,79.2,8.08,88,78,3.4,88.6,0,2,0,2,15,Male,Yes,Yes,Placed,CE
7964,79.4,86.7,80.2,8.09,95,80,3.1,84.0,0,4,2,3,20,Female,Yes,Yes,Placed,ME
7965,70.0,73.4,67.6,7.81,69,65,3.6,76.8,0,0,1,1,0,Female,No,Yes,NotPlaced,EE
7966,67.2,73.9,73.3,7.55,74,50,2.7,76.7,1,0,0,1,1,Male,Yes,No,Placed,ECE
7967,86.3,83.6,80.1,7.33,82,91,2.7,93.5,0,0,1,1,0,Male,No,No,Placed,CS
7968,70.3,71.8,66.5,7.68,64,71,3.3,82.2,1,1,2,2,5,Female,Yes,No,NotPlaced,CS
7969,83.4,69.4,71.3,7.75,71,81,4.6,75.1,0,0,1,0,1,Female,No,Yes,NotPlaced,ECE
7970,74.0,84.4,73.5,7.07,66,75,3.1,75.1,1,0,4,1,0,Male,Yes,No,NotPlaced,CE
7971,68.3,77.3,79.6,8.44,69,51,3.3,85.2,0,0,1,3,3,Female,Yes,No,Placed,ECE
7972,56.3,56.1,62.3,6.41,67,47,3.6,71.5,3,0,0,2,1,Female,No,Yes,NotPlaced,IT
7973,77.2,72.8,67.7,8.4,80,72,3.4,89.5,0,0,0,2,1,Female,Yes,Yes,Placed,ECE
7974,61.6,61.0,55.3,5.88,59,49,4.1,78.4,1,4,0,1,26,Female,Yes,No,Placed,ME
7975,78.6,87.3,85.7,8.02,77,60,4.6,80.6,0,0,0,4,4,Male,No,Yes,Placed,ME
7976,70.2,71.6,84.8,7.76,76,82,3.2,76.8,1,1,4,1,4,Female,Yes,No,Placed,CS
7977,81.8,82.9,84.9,8.44,88,88,3.6,78.7,0,1,2,3,5,Male,Yes,Yes,Placed,CS
7978,53.0,60.9,48.0,5.93,56,59,3.2,78.2,2,0,0,0,6,Female,No,No,NotPlaced,CE
7979,71.0,58.9,66.7,7.29,57,25,4.1,80.1,0,1,0,2,6,Female,No,No,NotPlaced,ME
7980,65.7,93.9,63.6,7.07,75,62,3.4,79.2,0,4,3,1,17,Female,No,No,Placed,CS
7981,75.2,69.1,74.1,7.23,58,72,3.5,94.2,0,3,3,1,28,Female,Yes,No,Placed,CE
7982,67.0,61.0,62.3,6.49,52,56,4.6,83.3,1,0,0,1,0,Male,Yes,Yes,NotPlaced,ECE
7983,78.0,80.3,71.4,7.96,72,67,3.3,91.9,0,3,1,1,16,Female,No,Yes,Placed,ECE
7984,70.3,77.9,71.8,7.04,70,35,3.2,73.1,1,0,1,1,2,Male,Yes,Yes,NotPlaced,ME
7985,86.5,75.1,82.9,7.89,90,85,4.7,89.8,0,2,0,2,8,Female,Yes,Yes,Placed,EE
7986,77.1,67.6,64.6,7.02,70,60,2.5,91.3,0,1,1,3,6,Female,Yes,No,Placed,CS
7987,77.6,72.2,75.0,8.86,77,84,3.8,86.5,0,2,6,4,12,Male,Yes,Yes,Placed,IT
7988,57.5,54.4,64.1,6.13,49,45,3.9,65.6,2,0,0,0,2,Female,No,Yes,NotPlaced,CE
7989,78.8,60.8,74.6,7.78,87,56,3.4,86.0,0,2,1,2,15,Male,Yes,No,Placed,ME
7990,50.6,57.2,51.8,7.05,59,72,3.1,78.0,0,0,1,2,4,Female,No,No,NotPlaced,IT
7991,70.1,76.7,77.2,8.27,66,91,3.1,87.1,0,2,3,2,7,Female,Yes,Yes,Placed,CE
7992,73.7,60.9,65.1,7.23,74,49,3.6,78.6,0,2,1,1,15,Male,No,No,NotPlaced,ME
7993,62.5,51.8,58.2,6.4,64,45,3.1,75.9,0,2,1,1,12,Male,No,No,NotPlaced,EE
7994,64.2,68.3,82.3,7.34,81,88,4.5,72.1,1,0,2,1,1,Female,No,No,NotPlaced,ECE
7995,68.3,73.0,71.1,6.83,62,62,3.1,86.1,0,3,2,3,16,Female,No,No,Placed,ECE
7996,45.0,45.9,54.9,5.57,49,56,3.5,81.5,1,0,1,0,0,Female,No,Yes,NotPlaced,EE
7997,77.6,68.7,71.6,7.84,74,61,3.6,84.5,0,1,3,1,10,Female,No,Yes,NotPlaced,ME
7998,89.4,68.6,79.2,6.94,83,94,2.6,86.6,0,1,1,0,9,Female,Yes,No,Placed,CS
7999,53.9,63.4,60.3,6.02,62,65,2.3,67.0,1,0,0,2,0,Female,Yes,Yes,NotPlaced,CE
8000,64.6,53.0,57.3,6.12,57,68,2.4,69.8,1,0,3,0,2,Male,Yes,Yes,NotPlaced,ChemE
8001,57.9,60.5,48.0,5.78,58,55,4.4,93.3,0,1,0,1,5,Female,No,Yes,NotPlaced,CS
8002,58.7,51.8,52.6,5.87,46,45,2.9,93.0,0,0,1,3,5,Female,Yes,Yes,NotPlaced,CS
8003,68.8,54.8,64.6,6.71,70,76,3.6,70.1,0,0,0,2,3,Female,No,Yes,Placed,CS
8004,53.7,52.0,51.8,5.95,40,48,4.8,78.4,2,0,0,1,0,Female,No,Yes,NotPlaced,CS
8005,73.6,68.9,73.5,9.44,65,59,3.2,93.7,0,1,2,1,11,Male,No,Yes,Placed,EE
8006,54.2,68.3,62.0,5.98,46,57,3.3,78.8,3,1,0,2,7,Male,No,No,NotPlaced,EE
8007,82.5,87.1,82.2,7.82,62,87,4.3,88.8,1,1,2,3,5,Female,No,Yes,Placed,ChemE
8008,67.0,83.0,82.0,8.22,67,76,3.5,71.6,0,1,3,3,11,Female,No,No,Placed,ECE
8009,64.9,57.3,61.5,6.75,74,89,4.1,85.5,0,1,3,2,6,Male,Yes,Yes,NotPlaced,CE
8010,64.0,61.9,69.0,6.4,58,62,3.1,84.4,0,0,0,1,2,Male,No,Yes,NotPlaced,ChemE
8011,86.4,88.4,89.6,8.94,96,98,3.0,93.7,0,1,3,6,6,Male,Yes,Yes,Placed,ECE
8012,82.2,84.4,78.6,8.04,66,54,2.9,84.5,0,0,0,1,0,Female,No,No,NotPlaced,EE
8013,69.0,68.2,65.9,7.71,51,55,1.7,80.0,0,0,1,1,0,Male,Yes,No,NotPlaced,ME
8014,71.7,67.7,63.0,7.17,68,67,3.3,83.9,1,0,1,0,0,Female,Yes,Yes,Placed,CE
8015,80.9,50.4,66.2,7.35,62,72,3.9,80.3,1,0,5,4,1,Female,No,Yes,Placed,CE
8016,67.3,68.0,76.5,6.71,66,65,3.9,77.3,0,1,2,0,7,Male,Yes,Yes,Placed,IT
8017,56.0,61.9,75.4,7.36,57,51,3.8,89.8,0,1,2,2,4,Female,Yes,Yes,Placed,EE
8018,73.0,72.6,74.4,7.55,77,92,4.2,87.6,0,0,5,1,2,Female,Yes,No,Placed,IT
8019,69.2,60.6,68.9,7.65,74,62,3.8,70.9,0,0,2,1,4,Male,Yes,Yes,Placed,CE
8020,72.2,70.3,70.2,6.44,53,51,3.7,65.4,0,0,0,0,0,Male,No,Yes,Placed,EE
8021,57.8,75.5,72.4,7.91,48,49,3.7,74.0,0,0,0,0,1,Male,Yes,Yes,NotPlaced,ChemE
8022,58.7,51.0,60.5,5.89,56,63,2.2,74.1,2,0,1,0,0,Female,No,No,NotPlaced,CE
8023,73.7,68.3,68.6,8.41,73,83,2.7,76.7,0,1,3,3,4,Female,No,No,NotPlaced,ME
8024,85.9,83.3,77.8,8.25,89,83,4.0,99.6,0,1,3,2,8,Female,Yes,No,Placed,CS
8025,63.2,77.0,67.8,6.8,62,69,3.7,67.5,2,1,5,1,13,Male,Yes,No,NotPlaced,CE
8026,76.8,83.6,74.9,6.95,50,39,2.9,64.5,0,0,0,0,7,Male,No,Yes,NotPlaced,ME
8027,63.6,76.1,82.1,7.51,70,56,2.8,87.6,1,0,1,2,2,Female,No,No,NotPlaced,CE
8028,66.4,65.9,55.6,5.93,60,64,2.6,81.2,0,1,2,2,4,Female,No,No,NotPlaced,CE
8029,66.2,60.9,66.9,7.47,68,69,2.5,100.0,0,1,1,2,6,Female,Yes,Yes,NotPlaced,ChemE
8030,83.7,97.1,85.0,8.77,83,100,3.4,93.0,0,1,7,2,7,Male,Yes,Yes,Placed,CS
8031,94.4,54.0,65.3,7.69,78,59,2.7,97.6,0,1,1,3,7,Female,No,Yes,NotPlaced,CS
8032,63.7,78.1,76.4,6.96,58,61,4.2,72.0,4,1,2,1,9,Female,No,No,NotPlaced,EE
8033,52.2,51.7,51.9,5.77,57,41,2.5,71.3,0,1,0,0,10,Female,No,No,NotPlaced,CE
8034,64.1,51.1,75.8,7.39,61,84,2.8,84.7,1,2,4,1,12,Female,Yes,No,Placed,CS
8035,79.1,82.8,78.1,7.59,90,84,3.9,96.7,0,1,2,3,8,Female,No,Yes,Placed,CS
8036,66.2,63.6,66.3,6.92,63,62,4.5,69.8,1,1,1,0,5,Male,Yes,Yes,NotPlaced,ME
8037,68.2,68.1,63.8,7.91,62,47,4.0,77.7,1,0,0,0,3,Female,No,Yes,Placed,CE
8038,96.5,81.8,77.3,9.12,77,89,4.3,91.7,0,2,1,4,9,Male,Yes,Yes,Placed,CS
8039,78.1,67.2,61.3,6.77,66,65,4.0,82.7,2,2,0,1,10,Male,Yes,No,Placed,CS
8040,72.2,77.6,67.9,7.5,58,48,4.9,78.4,1,1,2,1,6,Female,No,Yes,NotPlaced,CS
8041,71.1,50.6,67.2,7.13,59,66,3.9,66.2,0,0,0,3,1,Male,Yes,No,NotPlaced,ECE
8042,63.7,68.0,64.1,7.07,61,25,3.1,77.3,0,1,0,0,9,Male,No,No,NotPlaced,ChemE
8043,64.5,68.6,76.3,7.15,66,53,3.5,93.4,0,1,0,3,5,Female,Yes,Yes,Placed,CE
8044,82.7,99.0,85.5,8.71,81,67,4.2,93.4,0,0,1,1,6,Female,No,No,Placed,CE
8045,47.7,60.5,59.1,5.83,60,37,1.1,77.7,1,0,0,2,0,Male,Yes,Yes,NotPlaced,ChemE
8046,69.3,67.3,63.9,6.75,60,63,5.0,93.8,0,2,2,0,15,Male,Yes,Yes,Placed,ME
8047,58.4,77.1,61.1,6.51,71,36,3.5,80.3,1,0,1,1,0,Male,No,Yes,NotPlaced,EE
8048,88.7,83.7,77.8,7.51,86,100,3.8,98.3,0,0,3,2,3,Male,Yes,Yes,Placed,ChemE
8049,80.9,77.4,79.3,7.4,84,71,3.2,93.3,0,0,0,1,6,Male,No,Yes,NotPlaced,EE
8050,78.7,60.0,85.2,8.06,74,69,4.5,91.6,0,1,0,2,10,Male,Yes,Yes,Placed,CE
8051,63.4,66.6,63.9,6.53,63,66,3.7,82.7,0,0,4,0,0,Male,Yes,No,NotPlaced,CS
8052,85.3,84.3,71.5,6.96,59,51,3.3,78.4,2,0,2,6,2,Male,No,No,NotPlaced,CS
8053,76.3,81.7,66.0,8.43,74,63,2.6,88.0,0,1,3,0,7,Male,Yes,Yes,Placed,ECE
8054,63.8,61.0,59.9,6.25,75,81,3.3,85.1,0,1,3,3,3,Female,No,No,Placed,ME
8055,73.9,65.7,60.8,6.62,66,72,5.0,68.5,2,2,4,0,9,Male,No,Yes,NotPlaced,IT
8056,85.9,75.9,81.9,9.31,66,75,4.6,73.3,0,0,1,1,5,Male,Yes,Yes,Placed,CS
8057,79.8,88.8,81.4,8.62,95,80,3.9,100.0,0,4,5,2,18,Male,Yes,Yes,Placed,ChemE
8058,72.4,66.2,70.1,7.42,67,54,1.5,96.1,0,3,1,3,12,Female,No,No,NotPlaced,ChemE
8059,56.0,78.6,65.5,7.72,67,62,3.4,80.6,0,1,0,2,6,Male,Yes,No,Placed,ECE
8060,66.9,65.7,64.1,6.84,78,65,3.7,63.8,0,1,1,3,6,Female,No,Yes,NotPlaced,IT
8061,80.8,79.1,80.5,8.24,80,88,3.6,77.3,0,2,4,1,16,Male,No,No,Placed,EE
8062,75.2,63.3,70.0,7.1,76,74,4.2,78.0,1,2,1,2,12,Male,No,Yes,Placed,IT
8063,61.1,62.8,64.2,6.65,70,69,3.1,67.9,1,0,3,0,1,Female,No,No,NotPlaced,ME
8064,66.8,61.0,71.5,6.73,69,70,3.5,85.8,0,1,1,2,6,Male,No,Yes,NotPlaced,EE
8065,65.6,72.4,68.9,6.45,61,64,4.1,85.8,2,0,1,3,5,Female,No,No,NotPlaced,EE
8066,83.0,67.8,71.3,7.74,66,79,4.3,96.6,0,2,3,1,9,Male,No,Yes,Placed,CE
8067,75.8,74.6,65.8,8.54,45,42,4.5,87.6,1,0,1,1,2,Female,No,No,NotPlaced,CS
8068,67.7,57.4,61.9,7.14,57,61,5.0,56.4,2,1,0,0,15,Male,No,No,NotPlaced,ME
8069,90.4,72.4,79.3,9.09,72,77,2.9,95.3,0,3,2,1,17,Male,Yes,No,Placed,EE
8070,76.3,71.6,66.5,8.14,50,48,3.0,77.1,0,0,2,1,0,Female,Yes,Yes,NotPlaced,IT
8071,86.5,81.8,70.4,8.45,76,76,2.3,100.0,0,3,1,2,20,Male,No,Yes,Placed,CS
8072,81.1,75.4,70.8,7.74,82,43,3.3,82.5,0,1,0,2,4,Male,Yes,Yes,Placed,ChemE
8073,67.8,82.2,67.1,7.05,52,55,2.8,72.7,0,2,2,0,15,Male,No,Yes,NotPlaced,IT
8074,67.2,56.1,78.2,7.02,79,67,2.7,86.0,0,1,4,0,4,Male,Yes,No,Placed,EE
8075,74.0,81.2,72.1,7.62,58,58,3.4,90.1,0,1,3,2,11,Female,Yes,No,Placed,CE
8076,90.3,85.0,81.1,8.09,81,70,3.6,96.2,0,0,0,3,0,Male,Yes,No,Placed,ECE
8077,95.5,75.5,81.7,8.3,82,72,3.6,83.1,0,1,2,3,7,Male,No,Yes,Placed,IT
8078,53.0,55.6,58.7,6.28,40,37,3.2,81.0,0,0,0,1,5,Male,Yes,Yes,NotPlaced,EE
8079,95.9,91.8,77.9,8.61,74,53,3.2,75.4,0,2,2,4,10,Male,Yes,Yes,Placed,CS
8080,63.2,62.8,73.6,6.5,51,51,3.6,83.3,1,0,0,1,1,Male,No,No,NotPlaced,ECE
8081,65.0,59.7,56.3,6.2,64,56,3.4,72.6,1,0,0,0,3,Female,No,No,NotPlaced,ME
8082,82.6,59.5,69.0,6.44,64,49,2.9,85.1,0,0,0,2,1,Female,Yes,Yes,NotPlaced,EE
8083,67.5,61.7,63.3,7.64,81,77,4.0,85.6,0,1,2,4,7,Female,No,Yes,Placed,ME
8084,75.6,66.4,75.4,7.99,74,65,3.1,82.0,0,1,2,1,5,Male,Yes,Yes,NotPlaced,ChemE
8085,62.1,71.4,65.5,7.29,48,47,2.9,69.5,1,0,0,0,4,Female,Yes,Yes,NotPlaced,ME
8086,64.3,55.0,59.4,6.49,47,64,3.6,70.7,2,0,0,0,8,Female,No,No,NotPlaced,ME
8087,67.7,53.3,55.7,6.7,51,75,2.9,79.2,1,2,2,1,11,Male,Yes,Yes,NotPlaced,ChemE
8088,57.0,60.5,56.6,6.24,47,44,4.7,73.3,2,0,1,0,2,Male,No,Yes,NotPlaced,EE
8089,64.6,45.0,55.7,5.35,45,58,3.0,73.1,2,0,0,1,4,Male,Yes,Yes,NotPlaced,EE
8090,64.9,80.6,59.4,7.33,65,67,3.8,77.7,1,2,4,2,12,Male,Yes,Yes,Placed,CS
8091,84.2,79.6,86.3,8.15,68,47,2.5,76.6,2,2,0,0,12,Female,Yes,No,NotPlaced,ChemE
8092,57.5,55.6,53.9,6.27,35,54,3.0,80.1,2,0,1,3,3,Female,No,Yes,NotPlaced,EE
8093,79.6,69.9,70.9,7.82,73,64,3.6,74.4,0,0,1,2,0,Female,Yes,Yes,Placed,EE
8094,72.5,81.5,70.2,8.62,83,91,2.9,93.7,0,2,0,2,13,Female,No,No,Placed,CE
8095,69.9,68.8,61.4,7.39,55,51,3.5,80.3,2,1,0,1,6,Male,No,Yes,NotPlaced,ME
8096,88.4,68.6,63.9,6.76,61,62,3.8,80.8,0,1,1,1,8,Female,No,No,Placed,CS
8097,60.0,60.3,68.9,7.76,70,67,3.5,74.8,0,0,4,2,0,Female,No,No,Placed,EE
8098,72.9,76.9,71.2,8.22,76,78,3.8,70.3,0,1,2,1,5,Male,Yes,No,Placed,ECE
8099,89.1,72.4,67.5,7.62,73,50,4.6,89.2,0,1,1,1,6,Male,Yes,Yes,Placed,CS
8100,70.0,55.8,78.5,6.98,68,60,3.6,89.9,0,1,1,7,9,Female,No,Yes,NotPlaced,CE
8101,65.0,45.0,63.9,6.42,68,85,2.3,80.8,1,0,1,3,2,Male,No,No,Placed,ME
8102,62.0,52.0,62.8,5.66,61,70,4.7,72.4,0,2,0,0,14,Male,No,Yes,Placed,ChemE
8103,81.9,51.9,68.4,7.4,55,42,2.7,68.1,2,0,0,0,3,Male,Yes,No,NotPlaced,CS
8104,60.6,66.6,76.9,7.36,54,74,4.0,91.8,0,0,1,1,0,Female,Yes,Yes,NotPlaced,EE
8105,80.3,63.0,67.4,7.09,83,81,4.8,87.9,0,1,3,7,7,Male,Yes,No,Placed,CS
8106,72.0,82.5,85.2,9.1,86,77,2.7,81.8,0,1,1,3,7,Female,Yes,Yes,Placed,CS
8107,59.0,74.1,55.2,7.25,72,42,2.4,90.5,0,0,2,1,2,Male,No,Yes,NotPlaced,EE
8108,65.4,73.8,69.8,7.15,72,96,3.4,76.3,0,2,0,1,18,Male,Yes,No,Placed,EE
